feature,importance,fold
core_p_count,6453.914098531008,11
core_q_count,690.1318768262863,11
core_r_count,892.3367600739002,11
core_s_count,715.7413644194603,11
core_t_count,231.5315489768982,11
core_v_count,568.4347479343414,11
core_w_count,0.31425198912620544,11
core_y_count,44.03692117333412,11
cluster,52518.58012136817,11
hla_mean,867275.7345893085,11
hla_std,331081.73873105645,11
allele_type_mean,80827.30820220709,11
allele_type_std,55759.93238005042,11
core_P1_mean,37294.896303772926,11
core_P1_std,17478.91652929783,11
core_P2_mean,35969.776708334684,11
core_P2_std,14408.946675926447,11
core_P3_mean,37131.596795380116,11
core_P3_std,12959.42168134451,11
core_P4_mean,39671.945548951626,11
core_P4_std,14077.58107227087,11
core_P5_mean,29445.906432807446,11
core_P5_std,15010.35277569294,11
core_P6_mean,23857.531859248877,11
core_P6_std,17519.42023420334,11
core_P7_mean,21177.401039868593,11
core_P7_std,17204.93409049511,11
core_P8_mean,23336.53372630477,11
core_P8_std,16870.2159897089,11
core_P9_mean,21906.788343548775,11
core_P9_std,17862.25080218911,11
LPFR_P1_mean,54849.1384139061,11
LPFR_P1_std,21755.516513109207,11
LPFR_P2_mean,62582.48423025012,11
LPFR_P2_std,20172.554432302713,11
LPFR_P3_mean,72248.93502116203,11
LPFR_P3_std,22168.62641119957,11
RPFR_P1_mean,57686.75725913048,11
RPFR_P1_std,23047.58081793785,11
RPFR_P2_mean,61665.35280755162,11
RPFR_P2_std,26474.923142790794,11
RPFR_P3_mean,72767.02256181836,11
RPFR_P3_std,30084.28150203824,11
cluster_mean,876571.5097497702,11
cluster_std,86280.91567510366,11
peptide_nunique,87424.65341100097,11
unique_rate,152664.08874034882,11
p1,23384.336739510298,11
p2,24432.67763015628,11
p3,29302.33889567852,11
p4,25427.925078690052,11
p5,23218.12045493722,11
p6,24776.611375272274,11
p7,24700.213418275118,11
p8,21753.87489554286,11
p9,21433.56079646945,11
blosum_sum,77331.16498535872,11
hla,424337.46308749914,11
allele_type,84.25497913360596,11
length,174694.3776242435,11
n_label,27781.188588678837,11
len_LPFR,49.33914062380791,11
len_RPFR,9803.878061652184,11
len_peptide_transform,3974.9723491966724,11
core_P1,15524.212919980288,11
core_P2,14925.991902202368,11
core_P3,14121.012626588345,11
core_P4,15244.27760308981,11
core_P5,14306.84441959858,11
core_P6,14452.304164886475,11
core_P7,12245.59072843194,11
core_P8,12808.35936614871,11
core_P9,14353.712306559086,11
LPFR_P1,20381.666824519634,11
LPFR_P2,22466.906362622976,11
LPFR_P3,22922.48478510976,11
RPFR_P1,24034.699259519577,11
RPFR_P2,23962.080389618874,11
RPFR_P3,29229.573132276535,11
core_atfidf,183276.36812725663,11
core_ctfidf,20934.821166843176,11
core_dtfidf,150662.22620925307,11
core_etfidf,87204.4441600442,11
core_ftfidf,98430.94163841009,11
core_gtfidf,96674.86710771918,11
core_htfidf,33728.84310311079,11
core_itfidf,76759.34519189596,11
core_ktfidf,96618.00304839015,11
core_ltfidf,172529.90649461746,11
core_mtfidf,45058.93407446146,11
core_ntfidf,60181.4093427062,11
core_ptfidf,62852.97985187173,11
core_qtfidf,43342.34802556038,11
core_rtfidf,74057.7027952671,11
core_stfidf,54571.91422981024,11
core_ttfidf,74659.8490177095,11
core_vtfidf,69735.57483896613,11
core_wtfidf,37184.66888129711,11
core_ytfidf,48198.481960475445,11
core_a_count,3412.009467303753,11
core_c_count,408.2969970703125,11
core_d_count,2688.7454352378845,11
core_e_count,5769.4465708732605,11
core_f_count,1306.9293425381184,11
core_g_count,2998.686637252569,11
core_h_count,41.448299407958984,11
core_i_count,1559.1507458686829,11
core_k_count,2714.3763640522957,11
core_l_count,2365.5228739976883,11
core_m_count,59.85563641786575,11
core_n_count,604.8859189152718,11
core_p_count,2415.391068279743,11
core_q_count,734.1356489658356,11
core_r_count,531.0826616287231,11
core_s_count,419.84599804878235,11
core_t_count,283.48647117614746,11
core_v_count,809.2440707683563,11
core_w_count,17.071600317955017,11
core_y_count,70.96913069486618,11
cluster,47751.886220276356,11
hla_mean,848788.443110466,11
hla_std,307805.98811614513,11
allele_type_mean,81432.31164073944,11
allele_type_std,55006.33039140701,11
core_P1_mean,31475.18422099948,11
core_P1_std,15381.391023159027,11
core_P2_mean,34123.654910594225,11
core_P2_std,12498.767191201448,11
core_P3_mean,35552.13901638985,11
core_P3_std,10230.843583464622,11
core_P4_mean,33132.176178991795,11
core_P4_std,11915.283149421215,11
core_P5_mean,26945.344805926085,11
core_P5_std,12600.619017601013,11
core_P6_mean,20799.129285097122,11
core_P6_std,14168.443178117275,11
core_P7_mean,19554.554273605347,11
core_P7_std,15165.099223136902,11
core_P8_mean,19782.38838210702,11
core_P8_std,14440.721933305264,11
core_P9_mean,20566.368665635586,11
core_P9_std,13767.679921716452,11
LPFR_P1_mean,49030.83352911472,11
LPFR_P1_std,22361.33347812295,11
LPFR_P2_mean,58858.98861196637,11
LPFR_P2_std,17972.54557287693,11
LPFR_P3_mean,70005.90179377794,11
LPFR_P3_std,21858.940418481827,11
RPFR_P1_mean,58377.86583280563,11
RPFR_P1_std,18356.939658880234,11
RPFR_P2_mean,56778.2933576107,11
RPFR_P2_std,23138.308966249228,11
RPFR_P3_mean,70027.80261659622,11
RPFR_P3_std,25354.062733888626,11
cluster_mean,825667.3476402164,11
cluster_std,72225.76227849722,11
peptide_nunique,85855.11060896516,11
unique_rate,133302.77142634988,11
p1,18476.238774955273,11
p2,18420.192410737276,11
p3,25547.68371066451,11
p4,22913.878458559513,11
p5,22253.715180397034,11
p6,20320.730954408646,11
p7,21523.8700235188,11
p8,18808.151466339827,11
p9,17957.563368856907,11
blosum_sum,68037.73945379257,11
hla,412553.3209924698,11
allele_type,16.49062967300415,11
length,194755.0666745305,11
n_label,23953.294773995876,11
len_LPFR,84.3280029296875,11
len_RPFR,9218.935968399048,11
len_peptide_transform,4732.824921548367,11
core_P1,16150.053999722004,11
core_P2,14328.117481946945,11
core_P3,13931.838541209698,11
core_P4,14136.961462259293,11
core_P5,12110.809652686119,11
core_P6,13299.950393021107,11
core_P7,13137.118255972862,11
core_P8,12612.321415305138,11
core_P9,13877.377934098244,11
LPFR_P1,19335.048932492733,11
LPFR_P2,22054.239241480827,11
LPFR_P3,20517.705326735973,11
RPFR_P1,22086.998500347137,11
RPFR_P2,22386.84701347351,11
RPFR_P3,27488.179754972458,11
core_atfidf,196292.06045359373,11
core_ctfidf,23299.204225838184,11
core_dtfidf,154203.64408552647,11
core_etfidf,79368.61124134064,11
core_ftfidf,90424.17391431332,11
core_gtfidf,93486.83595752716,11
core_htfidf,31211.1098741889,11
core_itfidf,76829.22855293751,11
core_ktfidf,91473.83135309815,11
core_ltfidf,174897.79266566038,11
core_mtfidf,42554.550235033035,11
core_ntfidf,55156.540851950645,11
core_ptfidf,57712.404110729694,11
core_qtfidf,42550.48203533888,11
core_rtfidf,70523.39626300335,11
core_stfidf,57613.13334596157,11
core_ttfidf,73251.80345720053,11
core_vtfidf,58788.5018311739,11
core_wtfidf,40215.8032245636,11
core_ytfidf,46047.69563239813,11
core_a_count,5248.1153356432915,11
core_c_count,46.257960081100464,11
core_d_count,680.5403707027435,11
core_e_count,8848.606439113617,11
core_f_count,1839.6924781799316,11
core_g_count,3317.3239774107933,11
core_h_count,152.28636598587036,11
core_i_count,1308.5187973976135,11
core_k_count,2917.3745737075806,11
core_l_count,1397.1742164492607,11
core_m_count,455.6324279308319,11
core_n_count,464.90579891204834,11
core_p_count,8230.75811523199,11
core_q_count,367.62742108106613,11
core_r_count,446.2391167283058,11
core_s_count,440.97004866600037,11
core_t_count,304.52161556482315,11
core_v_count,428.4319500923157,11
core_w_count,17.743200302124023,11
core_y_count,167.6160573363304,11
cluster,41817.70955514908,11
hla_mean,827133.917479217,11
hla_std,294437.27578908205,11
allele_type_mean,59189.466185092926,11
allele_type_std,67670.54208660126,11
core_P1_mean,29509.10358595848,11
core_P1_std,12290.276226878166,11
core_P2_mean,29886.90963637829,11
core_P2_std,11978.469471514225,11
core_P3_mean,33141.41765910387,11
core_P3_std,12119.052538275719,11
core_P4_mean,30808.849277496338,11
core_P4_std,11274.830278873444,11
core_P5_mean,23853.196485698223,11
core_P5_std,11516.643347620964,11
core_P6_mean,19436.83187711239,11
core_P6_std,14348.395777344704,11
core_P7_mean,16413.02685433626,11
core_P7_std,14138.489481270313,11
core_P8_mean,17059.40053421259,11
core_P8_std,14900.45288169384,11
core_P9_mean,18691.575549185276,11
core_P9_std,14080.689076662064,11
LPFR_P1_mean,47334.60937100649,11
LPFR_P1_std,18840.557726740837,11
LPFR_P2_mean,57587.04857093096,11
LPFR_P2_std,16025.45784431696,11
LPFR_P3_mean,63105.68288087845,11
LPFR_P3_std,17506.80334997177,11
RPFR_P1_mean,48391.69657897949,11
RPFR_P1_std,17950.90198993683,11
RPFR_P2_mean,59339.419871509075,11
RPFR_P2_std,20654.59310746193,11
RPFR_P3_mean,67448.46537709236,11
RPFR_P3_std,24073.08674657345,11
cluster_mean,672174.9501725435,11
cluster_std,77877.49585831165,11
peptide_nunique,86296.94308048487,11
unique_rate,128718.15795576572,11
p1,19198.414553672075,11
p2,17118.33071476221,11
p3,24571.55375522375,11
p4,23143.7815117836,11
p5,22606.95951741934,11
p6,21914.979892134666,11
p7,18624.87451815605,11
p8,15776.864768326283,11
p9,18024.730360627174,11
blosum_sum,71927.58256721497,11
